,price,ranks,title,average_rating,no_of_reviews,author,cover_type,year,genre
0,17.0,1,The Lost Symbol,4.3,28371,Dan Brown,Hardcover,2009,Fiction
1,10.43,2,The Shack: Where Tragedy Confronts Eternity,4.6,40920,William P. Young,Paperback,2009,Fiction
2,16.37,3,Liberty and Tyranny: A Conservative Manifesto,4.8,5305,Mark R. Levin,Hardcover,2009,Non Fiction
3,16.41,4,"Breaking Dawn (The Twilight Saga, Book 4)",4.7,24891,Stephenie Meyer,Hardcover,2009,Fiction
4,10.0,5,Going Rogue: An American Life,4.6,1599,Sarah Palin,Hardcover,2009,Non Fiction
5,20.96,6,StrengthsFinder 2.0,4.1,8109,Gallup,Hardcover,2009,Non Fiction
6,15.94,7,The Help,4.7,32353,Kathryn Stockett,Hardcover,2009,Fiction
7,19.91,8,New Moon (The Twilight Saga),4.6,20381,Stephenie Meyer,Paperback,2009,Fiction
8,69.99,9,The Twilight Saga Collection,4.7,6835,Stephenie Meyer,Hardcover,2009,Fiction
9,15.69,10,Outliers: The Story of Success,4.6,35359,Malcolm Gladwell,Hardcover,2009,Non Fiction
10,13.85,11,Eclipse (Twilight),4.7,19909,Stephenie Meyer,Hardcover,2009,Fiction
11,25.91,12,"Twilight (The Twilight Saga, Book 1)",4.7,34201,Stephenie Meyer,Paperback,2009,Fiction
12,9.9,13,"Glenn Beck's Common Sense: The Case Against an Out-of-Control Government, Inspired by Thomas Paine",4.5,1428,Glenn Beck,Paperback,2009,Non Fiction
13,14.25,14,Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,4.3,4205,Greg Mortenson,Paperback,2009,Non Fiction
14,11.9,15,The Love Dare,4.8,3455,Stephen Kendrick,Paperback,2009,Non Fiction
15,21.49,16,"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment",4.5,8400,Steve Harvey,Hardcover,2009,Non Fiction
16,8.93,17,"Dog Days (Diary of a Wimpy Kid, Book 4) (Volume 4)",4.6,14540,Jeff Kinney,Hardcover,2009,Fiction
17,27.25,18,Under the Dome: A Novel,4.4,12825,Stephen King,Hardcover,2009,Fiction
18,12.9,19,The Guernsey Literary and Potato Peel Pie Society,4.6,36610,Mary Ann Shaffer,Paperback,2009,Fiction
19,13.93,20,Eat This Not That! Supermarket Survival Guide: The No-Diet Weight Loss Solution,4.5,949,David Zinczenko,Paperback,2009,Non Fiction
20,9.64,21,Arguing with Idiots: How to Stop Small Minds and Big Government,4.6,909,Glenn Beck,Hardcover,2009,Non Fiction
21,31.49,22,"Mastering the Art of French Cooking, Volume I: 50th Anniversary Edition: A Cookbook",4.8,8039,Julia Child,Hardcover,2009,Non Fiction
22,59.99,23,Sookie Stackhouse,4.7,1000,Charlaine Harris,Mass Market Paperback,2009,Fiction
23,12.94,24,The Time Traveler's Wife,4.4,10526,Audrey Niffenegger,Paperback,2009,Fiction
24,19.78,25,"Publication Manual of the American Psychological Association, 6th Edition",4.5,12906,American Psychological Association,Paperback,2009,Non Fiction
25,12.48,26,True Compass: A Memoir,4.5,577,Edward M. Kennedy,Hardcover,2009,Non Fiction
26,10.99,27,The Girl with the Dragon Tattoo (The Girl with the Dragon Tattoo Series),4.5,30912,Stieg Larsson,Paperback,2009,Fiction
27,11.69,28,The 5000 Year Leap,4.8,2618,W. Cleon Skousen,Paperback,2009,Non Fiction
28,15.0,29,Good to Great: Why Some Companies Make the Leap and Others Don't,4.5,8246,Jim Collins,Hardcover,2009,Non Fiction
29,24.92,30,Eclipse (Twilight Sagas),4.7,19909,Stephenie Meyer,Paperback,2009,Fiction
30,19.66,51,Diary of a Wimpy Kid Do-it-yourself Book,4.8,9924,Jeff Kinney,Hardcover,2009,Fiction
31,20.23,52,Open: An Autobiography,4.6,19279,Andre Agassi,Hardcover,2009,Non Fiction
32,7.95,53,Pride and Prejudice and Zombies,4.2,2730,Jane Austen,Paperback,2009,Fiction
33,13.57,54,Cook Yourself Thin: Skinny Meals You Can Make in Minutes,4.3,911,"Lifetime Television,",Paperback,2009,Non Fiction
34,22.95,55,Hungry Girl: 200 Under 200: 200 Recipes Under 200 Calories,4.4,907,Lisa Lillien,Paperback,2009,Non Fiction
35,17.74,56,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",4.7,23325,Christopher McDougall,Hardcover,2009,Non Fiction
36,8.06,57,A Bold Fresh Piece of Humanity,4.6,859,Bill O'Reilly,Hardcover,2009,Non Fiction
37,12.99,58,The Pioneer Woman Cooks: Recipes from an Accidental Country Girl,4.8,5696,Ree Drummond,Hardcover,2009,Non Fiction
38,7.83,59,The Book Thief,4.6,65533,Markus Zusak,Paperback,2009,Fiction
39,17.99,60,South of Broad,4.5,3958,Pat Conroy,Hardcover,2009,Fiction
40,10.33,61,The Omnivore's Dilemma: A Natural History of Four Meals,4.6,5141,Michael Pollan,Paperback,2009,Non Fiction
41,18.99,62,The Host,4.6,13114,Stephenie Meyer,Hardcover,2009,Fiction
42,12.99,63,Master Your Metabolism: The 3 Diet Secrets to Naturally Balancing Your Hormones for a Hot and Healthy Body!,4.3,1028,Jillian Michaels,Hardcover,2009,Non Fiction
43,15.34,64,Ford County: Stories,4.3,7698,John Grisham,Hardcover,2009,Fiction
44,11.0,65,"Culture of Corruption: Obama and His Team of Tax Cheats, Crooks, and Cronies",4.6,1118,Michelle Malkin,Hardcover,2009,Non Fiction
45,13.42,66,Blink: The Power of Thinking Without Thinking,4.5,12704,Malcolm Gladwell,Paperback,2009,Non Fiction
46,11.98,67,"Diary of a Wimpy Kid, Book 1",4.6,26463,Jeff Kinney,Hardcover,2009,Fiction
47,9.82,68,The Graveyard Book,4.6,13709,Neil Gaiman,Hardcover,2009,Fiction
48,28.99,69,An Echo in the Bone (Outlander),4.7,33692,Diana Gabaldon,Hardcover,2009,Fiction
49,19.99,70,"The Gathering Storm (Wheel of Time, Book 12)",4.8,12541,Robert Jordan,Hardcover,2009,Fiction
50,13.7,71,Dreams from My Father: A Story of Race and Inheritance,4.7,10433,Barack Obama,Paperback,2009,Non Fiction
51,17.48,72,Pirate Latitudes: A Novel,4.2,6497,Michael Crichton,Hardcover,2009,Fiction
52,10.75,73,The Official SAT Study Guide: For the New SAT (tm),4.5,268,The College Board,Paperback,2009,Non Fiction
53,18.85,74,Getting Things Done: The Art of Stress-Free Productivity,4.5,5228,David Allen,Paperback,2009,Non Fiction
54,10.3,75,How to Win Friends & Influence People (Dale Carnegie Books),4.7,104601,Dale Carnegie,Paperback,2009,Non Fiction
55,25.45,76,The Official SAT Study Guide,4.4,1544,The College Board,Paperback,2009,Non Fiction
56,12.99,77,Finger Lickin' Fifteen (A Stephanie Plum Novel) (Stephanie Plum Novels),4.5,7014,Janet Evanovich,Hardcover,2009,Fiction
57,12.94,78,Sarah's Key,4.5,10971,Tatiana de Rosnay,Paperback,2009,Fiction
58,7.99,79,From Dead to Worse (Sookie Stackhouse/True Blood),4.6,3190,Charlaine Harris,Mass Market Paperback,2009,Fiction
59,19.66,80,Wolf Hall,4.2,19596,Hilary Mantel,Hardcover,2009,Fiction
60,9.63,1,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),4.6,24766,Stieg Larsson,Hardcover,2010,Fiction
61,10.99,2,The Girl with the Dragon Tattoo (The Girl with the Dragon Tattoo Series),4.5,30912,Stieg Larsson,Paperback,2010,Fiction
62,14.99,3,Decision Points,4.6,2755,George W. Bush,Hardcover,2010,Non Fiction
63,15.94,4,The Help,4.7,32353,Kathryn Stockett,Hardcover,2010,Fiction
64,10.55,5,The Girl Who Played with Fire: A Lisbeth Salander Novel (The Girl with the Dragon Tattoo Series),4.6,24971,Stieg Larsson,Paperback,2010,Fiction
65,8.66,6,"The Ugly Truth (Diary of a Wimpy Kid, Book 5)",4.7,18859,Jeff Kinney,Hardcover,2010,Fiction
66,20.96,7,StrengthsFinder 2.0,4.1,8109,Gallup,Hardcover,2010,Non Fiction
67,11.26,8,Mockingjay (The Hunger Games),4.6,75729,Suzanne Collins,Hardcover,2010,Fiction
68,10.99,9,Women Food and God: An Unexpected Path to Almost Everything,4.4,2616,Geneen Roth,Hardcover,2010,Non Fiction
69,19.78,10,"Publication Manual of the American Psychological Association, 6th Edition",4.5,12906,American Psychological Association,Paperback,2010,Non Fiction
70,21.0,11,"Autobiography of Mark Twain, Vol. 1",4.4,623,Mark Twain,Hardcover,2010,Non Fiction
71,15.66,12,The Big Short: Inside the Doomsday Machine,4.6,15822,Michael Lewis,Hardcover,2010,Non Fiction
72,12.49,13,Food Rules: An Eater's Manual,4.4,4435,Michael Pollan,Paperback,2010,Non Fiction
73,15.68,14,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",4.7,75133,Laura Hillenbrand,Hardcover,2010,Non Fiction
74,9.98,15,"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",4.6,5029,Charlaine Harris,Hardcover,2010,Fiction
75,14.99,16,Sh*t My Dad Says,4.7,1805,Justin Halpern,Hardcover,2010,Non Fiction
76,17.45,17,Crazy Love: Overwhelmed by a Relentless God,4.7,2247,Francis Chan,Paperback,2010,Non Fiction
77,14.98,18,The Short Second Life of Bree Tanner: An Eclipse Novella (The Twilight Saga),4.7,6883,Stephenie Meyer,Hardcover,2010,Fiction
78,8.75,19,Life,4.5,7167,Keith Richards,Hardcover,2010,Non Fiction
79,11.29,20,Cutting for Stone,4.6,12851,Abraham Verghese,Paperback,2010,Fiction
80,10.56,21,The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,4.5,589,Jon Stewart,Hardcover,2010,Non Fiction
81,25.45,22,The Official SAT Study Guide,4.4,1544,The College Board,Paperback,2010,Non Fiction
82,11.35,23,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",4.5,1920,John Heilemann,Hardcover,2010,Non Fiction
83,17.67,24,The Immortal Life of Henrietta Lacks,4.6,27312,Rebecca Skloot,Hardcover,2010,Non Fiction
84,14.04,25,"The Lost Hero (Heroes of Olympus, Book 1)",4.7,23615,Rick Riordan,Hardcover,2010,Fiction
85,18.3,26,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,4.5,876,Doug Lemov,Paperback,2010,Non Fiction
86,15.69,27,Outliers: The Story of Success,4.6,35359,Malcolm Gladwell,Hardcover,2010,Non Fiction
87,15.16,28,Catching Fire (The Hunger Games),4.7,61029,Suzanne Collins,Hardcover,2010,Fiction
88,23.0,29,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",4.6,12109,Patrick Lencioni,Hardcover,2010,Non Fiction
89,15.0,30,Good to Great: Why Some Companies Make the Leap and Others Don't,4.5,8246,Jim Collins,Hardcover,2010,Non Fiction
90,21.79,51,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,4.6,1734,Stephen R. Covey,Paperback,2010,Non Fiction
91,12.54,52,Cleopatra: A Life,4.2,2208,Stacy Schiff,Hardcover,2010,Non Fiction
92,18.26,53,Freedom: A Novel,4.2,5719,Jonathan Franzen,Hardcover,2010,Fiction
93,13.69,54,Freedom,4.2,5719,Jonathan Franzen,Hardcover,2010,Fiction
94,17.74,55,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",4.7,23325,Christopher McDougall,Hardcover,2010,Non Fiction
95,24.98,56,Fall of Giants (The Century Trilogy),4.4,51138,Ken Follett,Hardcover,2010,Fiction
96,10.39,57,"Eat, Pray, Love: One Woman's Search for Everything Across Italy, India and Indonesia",4.4,14910,Elizabeth Gilbert,Paperback,2010,Non Fiction
97,10.11,58,"Eat Pray Love: One Woman's Search for Everything Across Italy, India and Indonesia",4.4,14910,Elizabeth Gilbert,Paperback,2010,Non Fiction
98,21.0,59,Tao I: The Way of All Life,4.4,95,Zhi Gang Sha Dr.,Hardcover,2010,Non Fiction
99,9.46,60,Chelsea Chelsea Bang Bang,4.4,1518,Chelsea Handler,Hardcover,2010,Non Fiction
100,9.41,61,Let the Great World Spin: A Novel,4.3,3568,Colum McCann,Paperback,2010,Fiction
101,12.99,62,The Pioneer Woman Cooks: Recipes from an Accidental Country Girl,4.8,5696,Ree Drummond,Hardcover,2010,Non Fiction
102,16.14,63,The Tipping Point: How Little Things Can Make a Big Difference,4.4,8036,Malcolm Gladwell,Paperback,2010,Non Fiction
103,10.33,64,The Omnivore's Dilemma: A Natural History of Four Meals,4.6,5141,Michael Pollan,Paperback,2010,Non Fiction
104,19.8,65,The Belly Fat Cure: Discover the New Carb Swap Systemâ„¢ and Lose 4 to 9 lbs. Every Week,4.1,1107,Jorge Cruise,Spiral-bound,2010,Non Fiction
105,7.99,66,"The Battle of the Labyrinth (Percy Jackson and the Olympians, Book 4)",4.8,27778,Rick Riordan,Paperback,2010,Fiction
106,13.79,67,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",4.5,25287,Timothy Ferriss,Hardcover,2010,Non Fiction
107,17.99,68,"Full Dark, No Stars",4.5,5718,Stephen King,Hardcover,2010,Fiction
108,8.99,69,Sizzling Sixteen (Stephanie Plum Novels),4.5,7164,Janet Evanovich,Hardcover,2010,Fiction
109,22.89,70,The Grand Design,4.4,4059,Stephen Hawking,Hardcover,2010,Fiction
110,17.2,71,The Overton Window ,4.5,1422,Glenn Beck,Hardcover,2010,Fiction
111,8.89,72,"Jesus Calling, Padded Hardcover, with Scripture references",4.9,39374,Sarah Young,Hardcover,2010,Non Fiction
112,12.5,73,Spoken from the Heart,4.6,830,Laura Bush,Hardcover,2010,Non Fiction
113,19.66,74,Diary of a Wimpy Kid Do-it-yourself Book,4.8,9924,Jeff Kinney,Hardcover,2010,Fiction
114,22.89,75,The Book of Awakening: Having the Life You Want by Being Present to the Life You Have,4.7,4368,Mark Nepo,Paperback,2010,Non Fiction
115,31.49,76,"Mastering the Art of French Cooking, Volume I: 50th Anniversary Edition: A Cookbook",4.8,8039,Julia Child,Hardcover,2010,Non Fiction
116,16.7,77,Safe Haven,4.6,15029,Nicholas Sparks,Hardcover,2010,Fiction
117,14.68,78,"Change Your Brain, Change Your Body: Use Your Brain to Get and Keep the Body You Have Always Wanted",4.4,924,Daniel G. Amen,Hardcover,2010,Non Fiction
118,15.2,79,"The Kind Diet: A Simple Guide to Feeling Great, Losing Weight, and Saving the Planet",4.5,1677,Alicia Silverstone,Hardcover,2010,Non Fiction
119,30.81,80,Decoded,4.7,1758,Jay-Z,Hardcover,2010,Non Fiction
120,17.33,1,Steve Jobs,4.7,22963,Walter Isaacson,Hardcover,2011,Non Fiction
121,10.49,2,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,4.6,24836,Todd Burpo,Paperback,2011,Non Fiction
122,14.0,3,"Cabin Fever (Diary of a Wimpy Kid, Book 6)",4.7,20468,Jeff Kinney,Hardcover,2011,Fiction
123,20.96,4,StrengthsFinder 2.0,4.1,8109,Gallup,Hardcover,2011,Non Fiction
124,20.69,5,The Hunger Games (Book 1),4.7,76399,Suzanne Collins,Paperback,2011,Fiction
125,15.68,6,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",4.7,75133,Laura Hillenbrand,Hardcover,2011,Non Fiction
126,15.0,7,Inheritance: Book IV (Inheritance Cycle),4.7,16728,Christopher Paolini,Hardcover,2011,Fiction
127,14.35,8,Go the F**k to Sleep,4.8,21938,Adam Mansbach,Hardcover,2011,Fiction
128,11.26,9,Mockingjay (The Hunger Games),4.6,75729,Suzanne Collins,Hardcover,2011,Fiction
129,42.84,10,Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,4.7,8358,George R.R. Martin,Mass Market Paperback,2011,Fiction
130,15.16,11,Catching Fire (The Hunger Games),4.7,61029,Suzanne Collins,Hardcover,2011,Fiction
131,14.05,12,The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,4.3,3192,Mike Moreno,Hardcover,2011,Non Fiction
132,17.78,13,A Dance with Dragons (A Song of Ice and Fire),4.6,47167,George R. R. Martin,Hardcover,2011,Fiction
133,11.39,14,"The Son of Neptune (Heroes of Olympus, Book 2)",4.8,25103,Rick Riordan,Hardcover,2011,Fiction
134,13.99,15,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),4.6,15036,Bill O'Reilly,Hardcover,2011,Non Fiction
135,19.78,16,"Publication Manual of the American Psychological Association, 6th Edition",4.5,12906,American Psychological Association,Paperback,2011,Non Fiction
136,12.62,17,The Help,4.7,32353,Kathryn Stockett,Paperback,2011,Fiction
137,8.88,18,The Immortal Life of Henrietta Lacks,4.6,27312,Rebecca Skloot,Paperback,2011,Non Fiction
138,28.99,19,11/22/63: A Novel,4.8,3278,Stephen King,Hardcover,2011,Fiction
139,25.45,20,The Official SAT Study Guide,4.4,1544,The College Board,Paperback,2011,Non Fiction
140,8.89,21,"Jesus Calling, Padded Hardcover, with Scripture references",4.9,39374,Sarah Young,Hardcover,2011,Non Fiction
141,33.0,22,The Hunger Games Trilogy Boxed Set,4.8,43285,Suzanne Collins,Hardcover,2011,Fiction
142,11.29,23,Cutting for Stone,4.6,12851,Abraham Verghese,Paperback,2011,Fiction
143,8.75,24,Tina Fey: Bossypants,4.3,19965,Tina Fey,Hardcover,2011,Non Fiction
144,15.96,25,"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",4.4,8177,Timothy Ferriss,Hardcover,2011,Non Fiction
145,15.65,26,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",4.3,14442,Eric Larson,Hardcover,2011,Non Fiction
146,8.39,27,The 5 Love Languages: The Secret to Love That Lasts,4.7,4911,Gary Chapman,Paperback,2011,Non Fiction
147,17.45,28,Crazy Love: Overwhelmed by a Relentless God,4.7,2247,Francis Chan,Paperback,2011,Non Fiction
148,17.02,29,A Stolen Life: A Memoir,4.6,10597,Jaycee Dugard,Hardcover,2011,Non Fiction
149,9.63,30,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),4.6,24766,Stieg Larsson,Hardcover,2011,Fiction
150,20.0,51,The Best of Me,4.5,15761,Nicholas Sparks,Hardcover,2011,Fiction
151,11.75,52,Jacqueline Kennedy: Historic Conversations on Life with John F. Kennedy,4.3,740,Jacqueline Kennedy,Hardcover,2011,Non Fiction
152,10.99,53,The Girl with the Dragon Tattoo (The Girl with the Dragon Tattoo Series),4.5,30912,Stieg Larsson,Paperback,2011,Fiction
153,19.98,54,The Greater Journey: Americans in Paris,4.5,2436,David McCullough,Hardcover,2011,Non Fiction
154,19.43,55,Switch: How to Change Things When Change Is Hard,4.6,5452,Chip Heath,Hardcover,2011,Non Fiction
155,11.99,56,Every Thing On It,4.9,1852,Shel Silverstein,Hardcover,2011,Fiction
156,10.49,57,Miss Peregrine's Home for Peculiar Children,4.3,36607,Ransom Riggs,Hardcover,2011,Fiction
157,14.63,58,Moonwalking With Einstein: The Art and Science of Remembering Everything,4.5,9632,Joshua Foer,Hardcover,2011,Non Fiction
158,7.12,59,The Great Gatsby: The Only Authorized Edition,4.4,13697,F. Scott Fitzgerald,Paperback,2011,Fiction
159,15.94,60,The Help,4.7,32353,Kathryn Stockett,Hardcover,2011,Fiction
160,30.29,61,1Q84: A novel,4.4,8960,Haruki Murakami,Hardcover,2011,Fiction
161,13.19,62,Boomerang: Travels in the New Third World,4.4,3251,Michael Lewis,Hardcover,2011,Non Fiction
162,11.79,63,Who Moved My Cheese,4.6,24113,Spencer Johnson,Hardcover,2011,Fiction
163,22.83,64,"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow",4.5,2569,Tom Rath,Hardcover,2011,Non Fiction
164,107.99,65,Elder Scrolls V: Skyrim: Prima Official Game Guide,4.6,1844,David Hodgson,Paperback,2011,Non Fiction
165,11.24,66,The Glass Castle: A Memoir (book),4.6,37709,Jeannette Walls,Paperback,2011,Non Fiction
166,7.83,67,The Book Thief,4.6,65533,Markus Zusak,Paperback,2011,Fiction
167,13.79,68,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",4.5,25287,Timothy Ferriss,Hardcover,2011,Non Fiction
168,8.48,69,"Oh, the Places You'll Go!Â Â ",4.9,45619,Dr. Seuss,Hardcover,2011,Fiction
169,11.99,70,Through My Eyes,4.6,1236,Tim Tebow,Hardcover,2011,Non Fiction
170,16.91,71,The Land of Painted Caves: A Novel (Earth's Children),4.2,9390,Jean M. Auel,Hardcover,2011,Fiction
171,19.9,72,"The Social Animal: The Hidden Sources of Love, Character, and Achievement",4.4,1198,David Brooks,Hardcover,2011,Non Fiction
